Transaction_Amount,Category,Preferred_Payment_Method,Last_Used_Credit_Card_Days,Last_Used_UPI_Days,UPI_Usage_Count,Card_Usage_Count,Wallet_Usage_Count,EMI_Usage_Count,Bank_Offer_Active,Bank_Name,Is_High_Value,Failure_Rate_Last10,Time_of_Day,Recommended_Payment_Method
13917.53,Grocery,EMI,39,37,0,27,0,6,0,ICICI,1,0.45,Night,EMI
7690.0,Utilities,Debit Card,3,29,5,13,21,2,1,Kotak,0,0.4,Night,Credit Card
48359.62,Travel,Credit Card,44,54,20,20,29,1,0,Axis,1,0.44,Morning,Debit Card
8195.45,Utilities,EMI,26,4,24,2,0,3,1,Axis,0,0.45,Evening,Debit Card
36601.67,Electronics,Debit Card,27,28,8,19,5,1,0,ICICI,1,0.38,Night,Debit Card
45074.67,Utilities,Credit Card,43,43,8,20,23,1,1,SBI,1,0.44,Morning,Credit Card
12292.56,Fashion,EMI,27,55,25,29,0,4,0,SBI,1,0.45,Morning,EMI
9643.89,Utilities,Debit Card,10,56,22,15,21,0,1,ICICI,0,0.24,Morning,Credit Card
31743.69,Utilities,UPI,19,15,1,1,2,7,0,ICICI,1,0.34,Morning,EMI
32798.59,Electronics,Debit Card,0,7,22,22,2,3,1,ICICI,1,0.11,Afternoon,Credit Card
3518.42,Travel,Credit Card,56,52,20,13,19,3,1,HDFC,0,0.38,Afternoon,Credit Card
33282.75,Travel,Credit Card,17,50,0,5,26,6,0,ICICI,1,0.19,Evening,EMI
11413.85,Grocery,EMI,52,7,29,2,18,3,0,HDFC,1,0.21,Evening,Credit Card
48315.55,Grocery,EMI,21,47,24,18,13,2,1,SBI,1,0.35,Afternoon,Credit Card
49091.75,Electronics,UPI,13,8,26,27,22,8,0,ICICI,1,0.44,Morning,EMI
35213.93,Fashion,Credit Card,35,39,16,29,8,0,0,Kotak,1,0.15,Evening,Credit Card
14932.17,Electronics,Credit Card,58,13,29,8,3,3,1,SBI,1,0.44,Morning,EMI
17086.25,Grocery,Wallet,55,54,15,28,29,0,0,Kotak,1,0.21,Morning,Wallet
39479.13,Electronics,Wallet,20,20,4,15,19,4,0,Axis,1,0.06,Evening,EMI
45490.38,Travel,EMI,3,34,16,1,23,0,0,HDFC,1,0.35,Night,Debit Card
45542.76,Travel,Credit Card,45,46,14,8,18,9,0,Kotak,1,0.09,Morning,EMI
22317.78,Travel,Debit Card,56,28,18,3,22,6,0,Axis,1,0.12,Morning,EMI
48541.23,Electronics,Wallet,43,1,23,1,26,6,1,Axis,1,0.13,Night,EMI
44584.85,Electronics,Wallet,17,16,28,11,5,9,1,Axis,1,0.12,Morning,Credit Card
22578.22,Electronics,Debit Card,44,48,2,7,13,2,0,Kotak,1,0.24,Afternoon,Debit Card
26896.67,Electronics,Credit Card,48,45,16,29,7,3,0,SBI,1,0.17,Evening,EMI
28645.23,Utilities,EMI,41,42,21,29,8,8,1,Kotak,1,0.14,Evening,Credit Card
26626.81,Utilities,EMI,58,38,22,8,6,2,0,Kotak,1,0.46,Night,Debit Card
19554.63,Electronics,UPI,18,11,7,7,28,4,0,Kotak,1,0.34,Afternoon,EMI
35949.62,Utilities,Wallet,27,57,4,7,24,6,1,ICICI,1,0.41,Night,EMI
43592.73,Fashion,Wallet,17,1,3,29,0,3,0,Axis,1,0.06,Night,EMI
37583.78,Electronics,Debit Card,32,11,25,18,14,8,1,Axis,1,0.33,Evening,Credit Card
18159.81,Fashion,Debit Card,10,12,9,13,17,2,1,ICICI,1,0.31,Night,Credit Card
36226.26,Electronics,UPI,26,52,1,28,5,2,0,HDFC,1,0.07,Morning,Wallet
21159.51,Electronics,Debit Card,34,42,0,22,12,9,1,ICICI,1,0.4,Morning,Credit Card
23383.73,Travel,EMI,23,56,5,27,20,5,1,Kotak,1,0.2,Evening,Credit Card
27172.46,Electronics,Wallet,37,57,29,27,11,1,0,SBI,1,0.23,Night,Wallet
37991.62,Electronics,Debit Card,22,39,10,15,25,8,0,Kotak,1,0.2,Evening,EMI
25632.9,Fashion,UPI,27,36,6,3,4,7,1,Kotak,1,0.47,Afternoon,EMI
25910.25,Grocery,Wallet,17,27,2,10,14,0,0,ICICI,1,0.42,Morning,Debit Card
42102.0,Fashion,EMI,55,11,5,0,3,0,0,SBI,1,0.24,Morning,Debit Card
25322.21,Travel,Credit Card,10,44,3,25,26,5,1,Axis,1,0.21,Morning,Credit Card
15728.99,Travel,Debit Card,14,52,29,9,4,9,0,HDFC,1,0.48,Afternoon,EMI
44431.34,Fashion,Debit Card,3,17,27,8,16,3,0,SBI,1,0.49,Evening,EMI
49007.44,Electronics,Credit Card,40,48,12,1,12,5,0,ICICI,1,0.42,Night,EMI
41358.07,Electronics,Credit Card,44,50,25,16,20,4,1,HDFC,1,0.28,Morning,Credit Card
29065.33,Travel,Credit Card,23,34,12,14,1,3,0,Axis,1,0.5,Night,EMI
31207.96,Utilities,Debit Card,56,23,25,18,4,6,0,ICICI,1,0.02,Evening,EMI
27196.93,Fashion,Debit Card,18,26,20,1,10,5,0,Kotak,1,0.43,Morning,EMI
39546.44,Electronics,Credit Card,27,4,16,23,19,8,1,ICICI,1,0.47,Morning,Credit Card
23187.51,Electronics,Debit Card,47,43,11,19,5,6,0,Axis,1,0.14,Night,EMI
38113.73,Utilities,EMI,14,26,10,24,18,1,1,Axis,1,0.45,Night,Credit Card
22228.45,Fashion,Credit Card,46,46,3,6,12,2,0,Kotak,1,0.05,Morning,Credit Card
22013.58,Fashion,Wallet,48,32,7,18,5,2,0,HDFC,1,0.26,Evening,Wallet
46326.49,Travel,Wallet,15,49,21,28,21,2,0,Kotak,1,0.07,Evening,Wallet
17999.9,Electronics,Credit Card,1,40,23,2,23,8,1,Axis,1,0.5,Morning,EMI
49732.97,Electronics,Credit Card,39,6,29,6,2,0,0,SBI,1,0.32,Afternoon,Debit Card
382.72,Grocery,Debit Card,7,4,27,8,0,3,1,SBI,0,0.05,Evening,UPI
36185.16,Electronics,UPI,13,3,29,5,10,2,0,Axis,1,0.32,Night,Debit Card
34918.04,Grocery,Credit Card,44,18,26,5,15,1,0,Axis,1,0.25,Afternoon,Credit Card
35383.62,Travel,EMI,59,1,1,25,12,7,0,SBI,1,0.12,Morning,EMI
40193.79,Utilities,UPI,13,55,29,22,26,5,0,Axis,1,0.24,Morning,EMI
32059.75,Utilities,UPI,52,12,20,18,20,2,0,SBI,1,0.06,Night,UPI
25203.89,Travel,Wallet,9,9,3,7,21,3,0,Axis,1,0.26,Evening,EMI
11809.21,Electronics,Wallet,52,23,14,21,29,3,0,HDFC,1,0.39,Evening,EMI
24885.1,Grocery,EMI,13,33,17,23,1,8,1,Axis,1,0.16,Evening,UPI
25605.34,Utilities,UPI,25,17,21,5,16,6,0,ICICI,1,0.23,Night,EMI
47028.38,Travel,Wallet,28,27,10,24,0,2,0,Kotak,1,0.43,Morning,Debit Card
45369.27,Utilities,Debit Card,50,12,18,16,5,7,1,SBI,1,0.04,Afternoon,Credit Card
24741.32,Fashion,Credit Card,32,59,26,24,23,6,0,HDFC,1,0.08,Morning,EMI
33352.63,Travel,EMI,32,23,11,10,16,3,1,ICICI,1,0.15,Evening,EMI
39113.01,Fashion,Credit Card,11,36,9,16,4,5,1,ICICI,1,0.25,Morning,Credit Card
22939.21,Grocery,Debit Card,17,13,2,11,8,6,1,ICICI,1,0.21,Afternoon,Credit Card
42532.37,Travel,Credit Card,15,8,8,5,10,5,1,HDFC,1,0.11,Afternoon,EMI
30426.83,Utilities,Wallet,33,8,23,7,6,3,1,Kotak,1,0.16,Night,EMI
19817.03,Travel,EMI,39,53,21,0,3,4,0,SBI,1,0.18,Evening,EMI
5664.46,Grocery,Wallet,9,52,11,14,20,9,0,HDFC,0,0.19,Night,Wallet
1064.45,Utilities,Debit Card,35,13,9,2,24,2,0,SBI,0,0.27,Morning,Wallet
595.2,Fashion,EMI,42,24,3,25,27,9,0,HDFC,0,0.16,Evening,Wallet
38668.78,Utilities,Wallet,39,27,25,11,26,5,0,HDFC,1,0.39,Morning,EMI
6098.34,Fashion,Debit Card,5,6,20,24,0,6,0,HDFC,0,0.17,Morning,Debit Card
167.55,Travel,EMI,42,52,3,12,6,3,1,Kotak,0,0.01,Night,Credit Card
39181.6,Utilities,EMI,24,55,7,12,21,3,1,Kotak,1,0.36,Morning,Credit Card
30204.26,Utilities,EMI,12,14,27,22,11,9,0,ICICI,1,0.5,Evening,EMI
26583.79,Travel,Wallet,19,49,10,14,27,5,0,Kotak,1,0.11,Afternoon,EMI
7126.07,Electronics,Wallet,25,24,9,26,12,2,0,HDFC,0,0.41,Evening,Debit Card
19469.47,Electronics,EMI,27,10,10,0,16,3,0,ICICI,1,0.36,Morning,EMI
3125.38,Grocery,Wallet,45,49,25,16,17,4,0,Axis,0,0.12,Afternoon,UPI
20840.55,Fashion,Debit Card,37,26,1,14,28,9,0,SBI,1,0.04,Night,EMI
40367.58,Utilities,Debit Card,17,13,9,13,12,2,0,Kotak,1,0.22,Morning,Debit Card
2593.95,Fashion,UPI,32,16,15,10,12,1,1,SBI,0,0.12,Morning,UPI
9926.59,Travel,Wallet,34,59,15,23,26,9,0,SBI,0,0.11,Evening,Wallet
45977.43,Travel,Credit Card,22,54,5,21,17,9,0,SBI,1,0.41,Morning,EMI
17816.55,Travel,Credit Card,16,42,10,20,15,1,1,SBI,1,0.2,Evening,Credit Card
38677.14,Utilities,Credit Card,35,46,29,0,10,6,1,Kotak,1,0.48,Morning,EMI
42774.83,Fashion,EMI,43,8,4,9,3,4,0,Axis,1,0.28,Evening,EMI
2398.23,Grocery,EMI,41,59,7,1,22,7,1,HDFC,0,0.13,Night,UPI
20197.94,Travel,Debit Card,43,12,12,9,3,8,0,HDFC,1,0.5,Evening,EMI
24784.29,Fashion,Credit Card,24,28,6,16,2,3,0,ICICI,1,0.02,Evening,EMI
22273.83,Utilities,Credit Card,25,13,16,17,12,3,0,ICICI,1,0.29,Afternoon,EMI
42378.86,Grocery,UPI,0,57,25,12,19,3,0,SBI,1,0.42,Morning,EMI
11511.85,Travel,EMI,0,16,21,1,23,8,1,Kotak,1,0.29,Morning,EMI
29046.43,Fashion,EMI,34,11,25,18,18,6,1,ICICI,1,0.47,Night,Credit Card
21030.45,Grocery,Credit Card,3,22,9,19,14,1,0,ICICI,1,0.3,Afternoon,Credit Card
16645.08,Utilities,UPI,38,45,27,13,24,3,0,Axis,1,0.44,Evening,EMI
4843.15,Grocery,Wallet,26,39,28,3,1,7,0,Kotak,0,0.41,Evening,Debit Card
23218.35,Utilities,Credit Card,52,55,19,22,12,4,0,Kotak,1,0.27,Afternoon,EMI
29562.51,Fashion,Wallet,59,53,5,4,24,9,0,ICICI,1,0.1,Evening,EMI
21930.35,Utilities,Wallet,50,21,14,3,27,5,1,SBI,1,0.32,Night,EMI
37977.54,Travel,EMI,57,49,29,29,4,8,0,Axis,1,0.14,Afternoon,EMI
16914.54,Grocery,EMI,46,53,3,6,15,7,1,ICICI,1,0.27,Evening,EMI
19096.42,Electronics,Wallet,54,30,9,9,26,1,1,SBI,1,0.29,Morning,Wallet
2216.87,Travel,UPI,56,16,3,15,19,8,0,SBI,0,0.28,Morning,UPI
35453.64,Grocery,Debit Card,50,35,16,8,23,1,0,Axis,1,0.36,Afternoon,Debit Card
46057.63,Utilities,UPI,22,57,6,28,29,8,0,ICICI,1,0.4,Night,EMI
17332.56,Fashion,UPI,5,19,19,20,2,0,1,Axis,1,0.36,Morning,Credit Card
47359.82,Utilities,EMI,0,16,2,25,14,3,1,SBI,1,0.37,Afternoon,Credit Card
1357.15,Utilities,UPI,51,34,7,13,25,0,1,SBI,0,0.22,Afternoon,Credit Card
35273.06,Electronics,Debit Card,18,5,24,0,16,7,0,HDFC,1,0.25,Evening,EMI
43145.76,Grocery,Credit Card,12,47,29,2,18,9,1,HDFC,1,0.34,Evening,EMI
15895.83,Utilities,Credit Card,21,50,24,4,7,6,0,Axis,1,0.47,Night,EMI
49097.09,Travel,UPI,50,17,19,15,7,0,0,HDFC,1,0.14,Morning,UPI
17712.63,Fashion,Credit Card,16,5,0,4,24,4,0,ICICI,1,0.39,Night,EMI
21695.07,Electronics,Debit Card,18,21,4,26,1,6,1,ICICI,1,0.32,Evening,Credit Card
31650.88,Electronics,UPI,13,22,18,21,28,7,1,ICICI,1,0.16,Night,Credit Card
45745.08,Travel,Wallet,7,25,29,28,9,0,0,HDFC,1,0.27,Morning,Wallet
27819.22,Utilities,EMI,17,25,19,8,16,0,0,Kotak,1,0.13,Morning,UPI
24203.68,Travel,EMI,15,1,27,23,9,5,1,ICICI,1,0.3,Afternoon,Credit Card
3871.62,Fashion,Wallet,37,19,26,8,21,3,0,HDFC,0,0.31,Evening,Debit Card
13443.36,Grocery,EMI,33,21,2,5,14,9,0,Axis,1,0.34,Afternoon,EMI
26335.24,Electronics,EMI,58,59,1,28,3,0,0,SBI,1,0.22,Morning,EMI
10732.94,Travel,EMI,50,47,20,26,23,5,0,Kotak,1,0.19,Morning,EMI
31411.58,Utilities,Wallet,44,3,6,16,8,3,1,HDFC,1,0.11,Night,Credit Card
30900.73,Fashion,Debit Card,31,31,5,15,5,0,0,HDFC,1,0.37,Evening,Debit Card
44513.85,Electronics,Debit Card,20,24,27,14,14,3,0,ICICI,1,0.36,Morning,EMI
29513.75,Fashion,Credit Card,16,42,24,8,9,1,1,HDFC,1,0.05,Evening,UPI
43885.76,Travel,Debit Card,31,51,14,0,24,4,0,ICICI,1,0.46,Night,EMI
21296.1,Utilities,Credit Card,57,32,10,15,17,6,1,ICICI,1,0.4,Morning,Credit Card
46642.25,Utilities,UPI,12,55,13,2,9,5,1,SBI,1,0.37,Afternoon,EMI
3516.09,Electronics,Credit Card,41,16,8,28,5,8,0,HDFC,0,0.43,Evening,Debit Card
43005.21,Fashion,EMI,17,55,26,20,1,9,0,Axis,1,0.35,Night,EMI
22183.02,Fashion,UPI,59,42,4,14,27,1,1,ICICI,1,0.15,Evening,Credit Card
1193.48,Fashion,UPI,3,21,6,28,10,5,0,SBI,0,0.11,Evening,Wallet
35676.7,Electronics,Debit Card,37,49,24,0,5,5,0,Axis,1,0.26,Night,EMI
47132.31,Utilities,Wallet,49,6,2,12,14,3,0,SBI,1,0.4,Afternoon,Wallet
46235.6,Utilities,Debit Card,26,55,9,22,24,4,1,Kotak,1,0.04,Evening,Credit Card
41423.03,Electronics,Wallet,45,31,22,4,3,9,0,HDFC,1,0.14,Night,EMI
15998.59,Travel,Credit Card,8,5,18,12,2,6,0,Kotak,1,0.43,Evening,EMI
41911.63,Fashion,UPI,22,15,2,29,24,5,0,HDFC,1,0.23,Evening,EMI
36124.27,Fashion,Debit Card,51,46,15,22,12,0,1,Axis,1,0.43,Night,Credit Card
39492.67,Grocery,Wallet,29,21,21,0,29,0,0,SBI,1,0.37,Night,Debit Card
6162.62,Electronics,Debit Card,46,59,18,3,1,8,0,Kotak,0,0.16,Night,UPI
12262.1,Fashion,UPI,18,53,14,29,27,7,0,HDFC,1,0.28,Night,EMI
21504.32,Fashion,EMI,18,2,9,7,14,9,0,ICICI,1,0.25,Morning,EMI
43539.3,Grocery,EMI,33,28,15,14,12,0,0,Axis,1,0.47,Morning,Debit Card
49023.73,Grocery,UPI,16,6,12,4,25,0,0,ICICI,1,0.39,Evening,Debit Card
38846.82,Fashion,Wallet,16,42,24,26,28,2,0,Kotak,1,0.31,Morning,Debit Card
12738.29,Travel,Credit Card,24,53,27,8,23,7,1,Axis,1,0.41,Evening,EMI
24306.22,Fashion,Wallet,50,53,8,6,13,2,1,HDFC,1,0.2,Afternoon,Wallet
767.05,Travel,Debit Card,45,29,24,7,17,2,0,Axis,0,0.1,Evening,UPI
24015.08,Fashion,Credit Card,46,56,7,3,14,3,0,HDFC,1,0.04,Morning,EMI
40210.35,Grocery,Wallet,14,19,28,26,9,2,0,Kotak,1,0.18,Night,UPI
3528.81,Travel,UPI,3,58,27,19,10,9,0,SBI,0,0.46,Evening,Debit Card
41585.25,Utilities,Credit Card,48,8,27,27,1,7,0,Kotak,1,0.03,Evening,EMI
29227.31,Utilities,Credit Card,36,47,12,29,6,9,1,HDFC,1,0.01,Afternoon,Credit Card
35690.47,Electronics,Wallet,58,6,27,8,27,5,1,ICICI,1,0.45,Night,EMI
29898.05,Electronics,Debit Card,25,35,9,4,20,5,1,SBI,1,0.15,Morning,EMI
35667.61,Travel,EMI,15,7,7,26,24,7,0,SBI,1,0.43,Evening,EMI
36244.79,Grocery,Credit Card,10,14,15,16,25,1,0,SBI,1,0.22,Afternoon,Credit Card
47929.04,Electronics,Credit Card,48,37,24,14,2,5,1,ICICI,1,0.11,Afternoon,Credit Card
41313.29,Utilities,UPI,20,57,13,12,26,3,1,SBI,1,0.03,Evening,Credit Card
41100.23,Utilities,EMI,31,22,22,5,23,3,1,ICICI,1,0.37,Morning,EMI
10939.82,Electronics,Debit Card,36,21,5,28,20,2,1,Axis,1,0.32,Night,Credit Card
39210.24,Travel,Wallet,24,55,13,26,23,7,1,Axis,1,0.22,Morning,Credit Card
4806.94,Grocery,Debit Card,7,10,0,21,28,5,0,HDFC,0,0.5,Night,Debit Card
37434.38,Utilities,EMI,31,9,2,12,26,2,0,SBI,1,0.15,Afternoon,EMI
48061.85,Travel,EMI,10,58,20,18,21,4,0,ICICI,1,0.01,Afternoon,EMI
31224.78,Utilities,EMI,31,35,22,14,10,9,0,HDFC,1,0.31,Morning,EMI
29388.13,Travel,Credit Card,24,3,28,28,18,1,1,SBI,1,0.19,Afternoon,Credit Card
29882.91,Grocery,Debit Card,23,10,13,1,22,4,0,ICICI,1,0.23,Evening,EMI
24757.97,Travel,Debit Card,53,48,9,19,5,8,0,HDFC,1,0.47,Evening,EMI
18185.32,Grocery,EMI,53,17,23,22,10,4,0,SBI,1,0.03,Afternoon,EMI
48714.96,Fashion,EMI,53,9,21,18,0,6,0,Kotak,1,0.09,Morning,EMI
22813.08,Travel,Credit Card,46,16,28,13,13,1,0,Kotak,1,0.39,Afternoon,Debit Card
35012.01,Grocery,EMI,11,39,21,19,29,5,0,Kotak,1,0.24,Evening,EMI
7769.18,Travel,UPI,36,48,5,1,3,5,0,HDFC,0,0.3,Morning,UPI
2694.27,Electronics,EMI,7,28,7,25,29,0,0,SBI,0,0.44,Afternoon,Debit Card
32986.37,Travel,Wallet,6,15,12,26,14,7,0,Kotak,1,0.37,Morning,EMI
40151.75,Utilities,EMI,34,50,19,4,9,0,0,SBI,1,0.49,Evening,Debit Card
42384.66,Utilities,Credit Card,29,45,19,27,6,4,1,Axis,1,0.41,Evening,Credit Card
46904.47,Utilities,UPI,18,45,10,1,17,6,0,HDFC,1,0.11,Afternoon,EMI
13501.25,Utilities,Wallet,9,31,19,14,4,3,1,Axis,1,0.38,Night,Credit Card
22043.05,Grocery,Debit Card,55,22,7,10,13,7,0,Kotak,1,0.01,Afternoon,EMI
18343.23,Fashion,Debit Card,35,12,3,4,25,5,1,SBI,1,0.39,Night,EMI
49337.78,Grocery,Debit Card,55,22,21,1,22,4,0,Kotak,1,0.39,Morning,EMI
15653.32,Fashion,Credit Card,43,47,27,29,22,0,0,Axis,1,0.49,Morning,Debit Card
35787.8,Fashion,Wallet,52,55,1,8,21,8,0,ICICI,1,0.33,Afternoon,EMI
43123.93,Electronics,UPI,14,14,22,6,12,0,1,SBI,1,0.47,Night,EMI
26185.73,Utilities,Credit Card,12,15,8,11,11,5,1,ICICI,1,0.18,Evening,Credit Card
20399.56,Travel,Debit Card,54,38,3,26,24,7,0,ICICI,1,0.48,Afternoon,EMI
28429.59,Utilities,EMI,56,59,25,13,21,3,1,Axis,1,0.47,Night,Credit Card
14042.85,Fashion,Wallet,37,55,27,20,29,2,0,HDFC,1,0.09,Morning,UPI
14356.81,Utilities,EMI,37,7,22,7,29,8,1,Axis,1,0.13,Afternoon,EMI
44709.86,Grocery,EMI,11,48,26,28,4,3,0,SBI,1,0.11,Morning,EMI
43716.18,Electronics,Debit Card,38,21,3,12,12,9,1,Axis,1,0.31,Night,Credit Card
7687.22,Fashion,EMI,32,0,14,12,16,7,0,HDFC,0,0.46,Morning,Debit Card
14643.9,Utilities,Credit Card,7,58,25,14,26,6,0,SBI,1,0.39,Evening,EMI
30801.16,Utilities,Debit Card,53,17,16,29,6,1,0,HDFC,1,0.41,Night,Debit Card
1620.14,Electronics,EMI,20,47,22,16,7,2,0,Kotak,0,0.46,Afternoon,Debit Card
25113.65,Fashion,EMI,22,51,29,0,24,3,1,SBI,1,0.5,Morning,EMI
37711.33,Utilities,EMI,15,8,14,11,0,8,0,Axis,1,0.14,Evening,EMI
19049.6,Travel,EMI,39,41,29,18,10,6,0,HDFC,1,0.39,Afternoon,EMI
33901.92,Electronics,Wallet,20,39,22,23,5,5,0,SBI,1,0.01,Evening,EMI
26284.31,Travel,Debit Card,40,48,2,18,10,7,0,ICICI,1,0.48,Afternoon,EMI
46666.93,Travel,EMI,27,58,16,5,18,7,0,Axis,1,0.42,Morning,EMI
44254.27,Electronics,UPI,3,21,25,16,10,3,1,ICICI,1,0.01,Evening,Credit Card
35341.68,Utilities,EMI,54,59,13,18,25,2,0,Axis,1,0.16,Afternoon,EMI
4540.59,Travel,EMI,47,39,0,11,7,7,0,ICICI,0,0.46,Evening,Debit Card
4708.79,Travel,Debit Card,15,55,11,23,22,8,1,ICICI,0,0.09,Night,EMI
3098.81,Fashion,EMI,8,25,19,7,9,2,1,SBI,0,0.41,Night,Debit Card
2874.72,Travel,Debit Card,14,34,11,8,20,9,1,Axis,0,0.43,Morning,Debit Card
37897.48,Fashion,Debit Card,3,22,15,22,15,0,0,HDFC,1,0.36,Night,Debit Card
30229.47,Travel,Debit Card,19,48,19,21,20,0,0,HDFC,1,0.34,Night,Debit Card
6940.76,Fashion,EMI,14,45,24,20,23,8,0,Kotak,0,0.18,Afternoon,UPI
10973.64,Electronics,EMI,22,3,26,17,20,2,0,Axis,1,0.33,Afternoon,Debit Card
20035.99,Travel,EMI,24,51,16,7,22,4,0,Axis,1,0.04,Afternoon,EMI
4699.18,Grocery,UPI,37,28,4,8,26,1,1,Kotak,0,0.02,Morning,UPI
26661.36,Grocery,UPI,11,38,25,12,26,7,0,Axis,1,0.47,Evening,EMI
49180.0,Utilities,Credit Card,8,38,25,20,23,1,0,Axis,1,0.03,Afternoon,UPI
22950.66,Utilities,EMI,39,36,14,0,0,8,0,Kotak,1,0.18,Night,EMI
41052.74,Electronics,Credit Card,37,34,12,15,7,0,0,Kotak,1,0.1,Afternoon,Credit Card
23387.99,Travel,Debit Card,13,44,5,2,13,7,1,Axis,1,0.41,Night,EMI
23010.29,Fashion,Credit Card,52,55,2,27,5,4,1,Axis,1,0.34,Evening,Credit Card
1729.69,Travel,Debit Card,4,25,19,5,5,1,1,SBI,0,0.28,Night,Debit Card
3515.68,Grocery,Credit Card,43,54,14,18,10,2,0,SBI,0,0.18,Evening,Credit Card
20220.07,Grocery,Debit Card,47,43,7,23,28,0,1,SBI,1,0.48,Afternoon,Credit Card
37526.42,Utilities,Debit Card,5,57,13,4,15,3,0,Axis,1,0.01,Evening,EMI
7898.56,Travel,Debit Card,25,27,12,1,2,5,0,SBI,0,0.48,Morning,Debit Card
15721.2,Travel,EMI,1,7,6,23,11,2,0,Axis,1,0.16,Night,EMI
4659.57,Fashion,Credit Card,37,17,17,4,20,6,1,SBI,0,0.41,Morning,Debit Card
41663.19,Fashion,UPI,5,55,25,28,13,3,1,SBI,1,0.25,Night,Credit Card
12550.2,Fashion,Wallet,57,31,8,4,9,3,0,ICICI,1,0.44,Afternoon,EMI
41441.56,Travel,Debit Card,42,16,3,3,16,8,0,Kotak,1,0.43,Evening,EMI
22084.62,Grocery,UPI,0,19,21,15,22,9,0,Kotak,1,0.3,Afternoon,EMI
34433.47,Grocery,UPI,48,58,8,8,22,9,0,Kotak,1,0.11,Afternoon,EMI
27368.28,Grocery,UPI,29,24,27,1,12,7,0,HDFC,1,0.38,Night,EMI
4297.97,Fashion,Wallet,57,29,22,8,24,2,0,HDFC,0,0.08,Afternoon,UPI
1283.02,Electronics,EMI,20,21,12,6,22,0,0,ICICI,0,0.43,Night,Debit Card
21039.41,Utilities,Wallet,53,58,10,15,16,2,0,ICICI,1,0.01,Evening,Wallet
664.0,Fashion,Debit Card,43,42,14,14,15,9,0,HDFC,0,0.2,Morning,Wallet
27255.51,Travel,Credit Card,58,26,26,14,7,6,0,Kotak,1,0.26,Morning,EMI
4750.49,Grocery,Wallet,12,42,16,28,16,7,0,ICICI,0,0.04,Morning,Wallet
9743.15,Utilities,Wallet,53,28,14,11,4,6,0,ICICI,0,0.38,Evening,Debit Card
24677.52,Electronics,UPI,36,28,2,14,3,3,0,SBI,1,0.29,Morning,EMI
38032.03,Fashion,Debit Card,51,28,19,24,5,3,0,Axis,1,0.06,Night,EMI
41385.09,Grocery,EMI,29,44,18,22,1,5,0,Axis,1,0.44,Evening,EMI
14934.63,Grocery,UPI,38,50,18,5,5,3,0,SBI,1,0.41,Afternoon,EMI
41235.09,Utilities,Debit Card,17,4,19,22,29,4,0,ICICI,1,0.02,Morning,EMI
1598.06,Fashion,Debit Card,8,41,6,3,18,9,1,Kotak,0,0.33,Afternoon,Debit Card
43318.47,Grocery,EMI,18,30,20,1,26,3,0,Axis,1,0.31,Night,EMI
25085.48,Travel,Debit Card,15,45,6,20,10,7,1,HDFC,1,0.28,Night,Credit Card
908.4,Electronics,Credit Card,49,11,16,0,10,0,0,ICICI,0,0.39,Night,Debit Card
30163.24,Fashion,Credit Card,3,43,18,25,10,7,0,HDFC,1,0.48,Evening,EMI
7673.59,Utilities,Credit Card,26,48,21,1,16,1,0,Axis,0,0.21,Evening,Credit Card
38452.21,Fashion,Debit Card,9,59,9,7,0,7,1,Kotak,1,0.11,Morning,EMI
6635.59,Fashion,Debit Card,21,56,19,17,10,8,1,ICICI,0,0.09,Morning,Credit Card
20627.59,Electronics,Wallet,8,11,25,8,9,8,0,SBI,1,0.01,Afternoon,EMI
21377.28,Utilities,EMI,59,35,23,21,26,1,0,SBI,1,0.48,Morning,Debit Card
44530.18,Fashion,Debit Card,27,19,28,6,23,4,0,Kotak,1,0.04,Afternoon,EMI
17113.83,Grocery,Credit Card,57,11,21,23,5,3,1,Axis,1,0.36,Afternoon,Credit Card
49721.32,Utilities,EMI,55,24,0,12,3,3,1,SBI,1,0.15,Night,EMI
13670.53,Utilities,EMI,58,4,3,20,7,2,0,ICICI,1,0.01,Afternoon,EMI
16244.17,Travel,UPI,44,22,13,28,6,0,1,Kotak,1,0.46,Night,Credit Card
5261.36,Travel,Debit Card,51,22,7,26,13,0,0,HDFC,0,0.16,Morning,Debit Card
7496.05,Electronics,EMI,22,31,7,12,26,3,0,Kotak,0,0.26,Afternoon,EMI
27488.75,Travel,EMI,21,1,12,4,27,8,0,ICICI,1,0.24,Afternoon,EMI
4143.83,Fashion,EMI,38,46,21,23,10,5,1,Axis,0,0.5,Morning,Credit Card
40642.44,Grocery,EMI,57,52,14,0,16,1,0,Axis,1,0.34,Morning,Debit Card
6747.18,Travel,Wallet,2,59,2,4,26,3,1,HDFC,0,0.38,Night,Debit Card
25047.95,Grocery,EMI,37,26,12,10,12,8,0,Axis,1,0.22,Night,EMI
42512.97,Travel,UPI,18,7,19,7,9,9,0,Kotak,1,0.24,Night,EMI
27114.58,Fashion,UPI,19,55,18,15,6,2,0,Axis,1,0.27,Evening,UPI
31924.93,Electronics,Credit Card,26,10,5,1,10,2,0,Kotak,1,0.13,Morning,UPI
30720.53,Electronics,Wallet,0,34,7,7,26,3,1,SBI,1,0.18,Morning,EMI
23362.46,Travel,UPI,24,11,25,5,13,2,1,HDFC,1,0.01,Night,UPI
2938.38,Electronics,Debit Card,24,53,21,24,19,5,0,Axis,0,0.47,Afternoon,Debit Card
